Calendar Year,Property ID,Property Name,Address 1,City,Primary Property Type - Self Selected,Year Built,Occupancy,Electricity - Weather Normalized Site Electricity Use (Grid and Onsite Renewables) (kWh),Electricity - Weather Normalized Site Electricity Intensity (Grid and Onsite Renewables) (kWh/ft²),Percent Electricity,Electricity - Weather Normalized Site Electricity Use (Grid and Onsite Renewables) (kWh),Annual Maximum Demand (kW),Property GFA - Calculated (Buildings) (ft²),Electric Distribution Utility,Borough,Postal Code,Site EUI (kBtu/ft2),Weather Normalized Site EUI (kBtu/ft2),Total GHG Emissions (Metric Tons CO2e),ENERGY STAR Score,longitude,latitude
2022,3738/018_2022,220 Beale St,225 Fremont St,San Francisco,Multifamily,,,575982.6,4.676436058359788,100,575982.6,,123167,PG&E,Financial District/South Beach,94105,38.8,38.5,284.1,91.0,-122.39382170616211,37.78889258283121
2023,3738/018_2023,220 Beale St,225 Fremont St,San Francisco,Multifamily,,,566434.0,4.598910422434581,100,566434.0,,123167,PG&E,Financial District/South Beach,94105,37.3,36.7,278.6,92.0,-122.39382170616211,37.78889258283121
2024,3738/018_2024,220 Beale St,225 Fremont St,San Francisco,Multifamily,,,543902.6,4.415976682065813,100,543902.6,,123167,PG&E,Financial District/South Beach,94105,33.0,32.6,240.44,96.0,-122.39382170616211,37.78889258283121
2018,3740/001_2018,Folger Building,101 HOWARD ST,San Francisco,Commercial,1968.0,,772424.4,6.7725040112929955,100,772424.4,,114053,PG&E,Financial District/South Beach,94105,40.9,40.7,293.5,,-122.39252101696565,37.79087990619364
2019,3740/001_2019,Folger Building,101 HOWARD ST,San Francisco,Commercial,1968.0,,769995.8,6.751210402181442,100,769995.8,,114053,PG&E,Financial District/South Beach,94105,40.5,41.6,291.1,,-122.39252101696565,37.79087990619364
2020,3740/001_2020,Folger Building,101 HOWARD ST,San Francisco,Commercial,1968.0,,435660.2,3.8198048275801604,100,435660.2,,114053,PG&E,Financial District/South Beach,94105,20.6,22.9,144.6,,-122.39252101696565,37.79087990619364
2021,3740/001_2021,Folger Building,101 HOWARD ST,San Francisco,Commercial,1968.0,,417261.1,3.658484213479698,100,417261.1,,114053,PG&E,Financial District/South Beach,94105,17.9,18.3,119.2,,-122.39252101696565,37.79087990619364
2022,3740/001_2022,Folger Building,101 HOWARD ST,San Francisco,Commercial,1968.0,,551509.2,4.8355518925411864,100,551509.2,,114053,PG&E,Financial District/South Beach,94105,27.2,26.5,193.7,,-122.39252101696565,37.79087990619364
2017,3740/001_2017,Folger Building,101 HOWARD ST,San Francisco,Commercial,1968.0,,,0.0,0,,,114053,PG&E,Financial District/South Beach,94105,43.7,43.7,324.8,,-122.39252101696565,37.79087990619364
2016,3740/001_2016,Folger Building,101 HOWARD ST,San Francisco,Commercial,1968.0,,,0.0,0,,,114053,PG&E,Financial District/South Beach,94105,52.3,52.5,412.3,,-122.39252101696565,37.79087990619364
2015,3740/001_2015,Folger Building,101 HOWARD ST,San Francisco,Commercial,1968.0,,,0.0,0,,,114053,PG&E,Financial District/South Beach,94105,56.9,56.2,432.5,89.0,-122.39252101696565,37.79087990619364
2014,3740/001_2014,Folger Building,101 HOWARD ST,San Francisco,Commercial,1968.0,,,0.0,0,,,114053,PG&E,Financial District/South Beach,94105,65.0,66.4,490.1,83.0,-122.39252101696565,37.79087990619364
2013,3740/001_2013,Folger Building,101 HOWARD ST,San Francisco,Commercial,1968.0,,,0.0,0,,,114053,PG&E,Financial District/South Beach,94105,67.2,67.1,527.7,86.0,-122.39252101696565,37.79087990619364
2012,3740/001_2012,Folger Building,101 HOWARD ST,San Francisco,Commercial,1968.0,,,0.0,0,,,114053,PG&E,Financial District/South Beach,94105,63.7,64.6,514.34,89.0,-122.39252101696565,37.79087990619364
2011,3740/001_2011,Folger Building,101 HOWARD ST,San Francisco,Commercial,1968.0,,,0.0,0,,,114053,PG&E,Financial District/South Beach,94105,68.3,68.3,578.27,81.0,-122.39252101696565,37.79087990619364
2023,3740/001_2023,Folger Building,101 HOWARD ST,San Francisco,Commercial,1968.0,,554611.4,4.86275152779848,100,554611.4,,114053,PG&E,Financial District/South Beach,94105,30.4,29.8,218.1,,-122.39252101696565,37.79087990619364
2024,3740/001_2024,Folger Building,101 HOWARD ST,San Francisco,Commercial,1968.0,,547886.6,4.8037894663007545,100,547886.6,,114053,PG&E,Financial District/South Beach,94105,26.1,25.8,183.01,,-122.39252101696565,37.79087990619364
2021,3740/033_2021,SF - 211 Main St.,211 MAIN ST,San Francisco,Commercial,1973.0,,3219985.4,7.147010227817533,100,3219985.4,,450536,PG&E,Financial District/South Beach,94105,45.4,46.1,1212.1,82.0,-122.39269906681578,37.790594319434646
2022,3740/033_2022,SF - 211 Main St.,211 MAIN ST,San Francisco,Commercial,1973.0,,3289746.5,7.30185046256015,100,3289746.5,,450536,PG&E,Financial District/South Beach,94105,45.8,45.4,1196.3,82.0,-122.39269906681578,37.790594319434646
2017,3740/033_2017,SF - 211 Main St.,211 MAIN ST,San Francisco,Commercial,1973.0,,,0.0,0,,,450536,PG&E,Financial District/South Beach,94105,50.0,,1445.2,93.0,-122.39269906681578,37.790594319434646
2016,3740/033_2016,SF - 211 Main St.,211 MAIN ST,San Francisco,Commercial,1973.0,,,0.0,0,,,450536,PG&E,Financial District/South Beach,94105,49.7,50.7,1598.3,94.0,-122.39269906681578,37.790594319434646
2015,3740/033_2015,SF - 211 Main St.,211 MAIN ST,San Francisco,Commercial,1973.0,,,0.0,0,,,450536,PG&E,Financial District/South Beach,94105,60.9,61.7,1856.9,91.0,-122.39269906681578,37.790594319434646
2014,3740/033_2014,SF - 211 Main St.,211 MAIN ST,San Francisco,Commercial,1973.0,,,0.0,0,,,450536,PG&E,Financial District/South Beach,94105,66.5,68.7,2055.0,85.0,-122.39269906681578,37.790594319434646
2013,3740/033_2013,SF - 211 Main St.,211 MAIN ST,San Francisco,Commercial,1973.0,,,0.0,0,,,450536,PG&E,Financial District/South Beach,94105,71.2,71.4,2327.9,83.0,-122.39269906681578,37.790594319434646
2012,3740/033_2012,SF - 211 Main St.,211 MAIN ST,San Francisco,Commercial,1973.0,,,0.0,0,,,450536,PG&E,Financial District/South Beach,94105,71.6,71.2,2424.37,83.0,-122.39269906681578,37.790594319434646
2011,3740/033_2011,SF - 211 Main St.,211 MAIN ST,San Francisco,Commercial,1973.0,,,0.0,0,,,450536,PG&E,Financial District/South Beach,94105,77.4,76.2,2581.21,81.0,-122.39269906681578,37.790594319434646
2023,3740/033_2023,SF - 211 Main St.,211 MAIN ST,San Francisco,Commercial,1973.0,,3147990.9,6.987212786547579,100,3147990.9,,450536,PG&E,Financial District/South Beach,94105,41.9,41.5,1129.0,85.0,-122.39269906681578,37.790594319434646
2024,3740/033_2024,SF - 211 Main St.,211 MAIN ST,San Francisco,Commercial,1973.0,,2318319.2,5.145691354297992,100,2318319.2,,450536,PG&E,Financial District/South Beach,94105,28.2,28.3,736.26,93.0,-122.39269906681578,37.790594319434646
2018,3740/034_2018,221 Main Street,221 MAIN ST,San Francisco,Commercial,1973.0,,3246151.9,7.416131272631735,100,3246151.9,,437715,PG&E,Financial District/South Beach,94105,40.2,40.5,1011.8,96.0,-122.39221431981032,37.79034615192895
2019,3740/034_2019,221 Main Street,221 MAIN ST,San Francisco,Commercial,1973.0,,3415467.9,7.8029491792604775,100,3415467.9,,437715,PG&E,Financial District/South Beach,94105,43.7,45.5,1095.2,96.0,-122.39221431981032,37.79034615192895
2020,3740/034_2020,221 Main Street,221 MAIN ST,San Francisco,Commercial,1973.0,,2767506.2,6.322621340369876,100,2767506.2,,437715,PG&E,Financial District/South Beach,94105,34.4,37.5,865.7,,-122.39221431981032,37.79034615192895
2021,3740/034_2021,221 Main Street,221 MAIN ST,San Francisco,Commercial,1973.0,,2579046.4,5.892067669602366,100,2579046.4,,437715,PG&E,Financial District/South Beach,94105,37.0,38.0,862.4,,-122.39221431981032,37.79034615192895
2022,3740/034_2022,221 Main Street,221 MAIN ST,San Francisco,Commercial,1973.0,,2758135.0,6.3012119758290215,100,2758135.0,,437715,PG&E,Financial District/South Beach,94105,33.4,33.2,863.7,95.0,-122.39221431981032,37.79034615192895
2017,3740/034_2017,221 Main Street,221 MAIN ST,San Francisco,Commercial,1973.0,,,0.0,0,,,437715,PG&E,Financial District/South Beach,94105,44.7,46.7,1160.2,96.0,-122.39221431981032,37.79034615192895
2016,3740/034_2016,221 Main Street,221 MAIN ST,San Francisco,Commercial,1973.0,,,0.0,0,,,437715,PG&E,Financial District/South Beach,94105,46.1,50.0,1320.7,95.0,-122.39221431981032,37.79034615192895
2015,3740/034_2015,221 Main Street,221 MAIN ST,San Francisco,Commercial,1973.0,,,0.0,0,,,437715,PG&E,Financial District/South Beach,94105,44.1,45.3,1217.1,95.0,-122.39221431981032,37.79034615192895
2012,3740/034_2012,221 Main Street,221 MAIN ST,San Francisco,Commercial,1973.0,,,0.0,0,,,437715,PG&E,Financial District/South Beach,94105,59.0,57.1,1758.88,89.0,-122.39221431981032,37.79034615192895
2011,3740/034_2011,221 Main Street,221 MAIN ST,San Francisco,Commercial,1973.0,,,0.0,0,,,437715,PG&E,Financial District/South Beach,94105,63.3,63.3,1866.19,88.0,-122.39221431981032,37.79034615192895
2023,3740/034_2023,221 Main Street,221 MAIN ST,San Francisco,Commercial,1973.0,,2401326.6,5.48605051231966,100,2401326.6,,437715,PG&E,Financial District/South Beach,94105,33.6,32.9,869.3,95.0,-122.39221431981032,37.79034615192895
2024,3740/034_2024,221 Main Street,221 MAIN ST,San Francisco,Commercial,1973.0,,2238545.6,5.114162411614863,100,2238545.6,,437715,PG&E,Financial District/South Beach,94105,30.4,29.9,755.84,98.0,-122.39221431981032,37.79034615192895
2018,3741/032_2018,Spear Street Terrace,201 SPEAR ST,San Francisco,Commercial,1986.0,,3501463.5,11.679292263868366,100,3501463.5,,299801,PG&E,Financial District/South Beach,94105,52.3,52.5,927.9,91.0,-122.39179095493851,37.79118511476412
2019,3741/032_2019,Spear Street Terrace,201 SPEAR ST,San Francisco,Commercial,1986.0,,3172340.0,10.581485718860177,100,3172340.0,,299801,PG&E,Financial District/South Beach,94105,48.0,48.9,804.8,,-122.39179095493851,37.79118511476412
2020,3741/032_2020,Spear Street Terrace,201 SPEAR ST,San Francisco,Commercial,1986.0,,2645165.9,8.823072304628736,100,2645165.9,,299801,PG&E,Financial District/South Beach,94105,39.5,41.3,664.5,,-122.39179095493851,37.79118511476412
2021,3741/032_2021,Spear Street Terrace,201 SPEAR ST,San Francisco,Commercial,1986.0,,2749138.9,9.169879019749766,100,2749138.9,,299801,PG&E,Financial District/South Beach,94105,44.0,45.3,683.2,79.0,-122.39179095493851,37.79118511476412
2022,3741/032_2022,Spear Street Terrace,201 SPEAR ST,San Francisco,Commercial,1986.0,,2708205.4,9.033343451155933,100,2708205.4,,299801,PG&E,Financial District/South Beach,94105,44.2,43.7,766.1,82.0,-122.39179095493851,37.79118511476412
2017,3741/032_2017,Spear Street Terrace,201 SPEAR ST,San Francisco,Commercial,1986.0,,,0.0,0,,,299801,PG&E,Financial District/South Beach,94105,49.9,50.7,883.4,86.0,-122.39179095493851,37.79118511476412
2015,3741/032_2015,Spear Street Terrace,201 SPEAR ST,San Francisco,Commercial,1986.0,,,0.0,0,,,299801,PG&E,Financial District/South Beach,94105,49.2,49.8,1145.5,88.0,-122.39179095493851,37.79118511476412
2014,3741/032_2014,Spear Street Terrace,201 SPEAR ST,San Francisco,Commercial,1986.0,,,0.0,0,,,299801,PG&E,Financial District/South Beach,94105,51.8,53.1,1188.0,87.0,-122.39179095493851,37.79118511476412
2013,3741/032_2013,Spear Street Terrace,201 SPEAR ST,San Francisco,Commercial,1986.0,,,0.0,0,,,299801,PG&E,Financial District/South Beach,94105,52.2,52.3,1157.9,89.0,-122.39179095493851,37.79118511476412
2012,3741/032_2012,Spear Street Terrace,201 SPEAR ST,San Francisco,Commercial,1986.0,,,0.0,0,,,299801,PG&E,Financial District/South Beach,94105,64.2,62.7,1376.58,83.0,-122.39179095493851,37.79118511476412
2011,3741/032_2011,Spear Street Terrace,201 SPEAR ST,San Francisco,Commercial,1986.0,,,0.0,0,,,299801,PG&E,Financial District/South Beach,94105,65.8,64.1,1402.91,82.0,-122.39179095493851,37.79118511476412
2023,3741/032_2023,Spear Street Terrace,201 SPEAR ST,San Francisco,Commercial,1986.0,,1947199.2,6.494972331646659,100,1947199.2,,299801,PG&E,Financial District/South Beach,94105,36.5,35.8,633.0,85.0,-122.39179095493851,37.79118511476412
2024,3741/032_2024,Spear Street Terrace,201 SPEAR ST,San Francisco,Commercial,1986.0,,1894589.6,6.319490595428301,100,1894589.6,,299801,PG&E,Financial District/South Beach,94105,34.0,33.4,565.86,86.0,-122.39179095493851,37.79118511476412
2018,3741/046_2018,2 Folsom,2 Folsom St,San Francisco,Commercial,2000.0,,7659093.1,13.754443516597975,100,7659093.1,,556845,PG&E,Financial District/South Beach,94105,56.1,56.1,2122.6,78.0,-122.3910248437018,37.79086006199022
2019,3741/046_2019,2 Folsom,2 Folsom St,San Francisco,Commercial,2000.0,,7791717.3,13.992614282250896,100,7791717.3,,556845,PG&E,Financial District/South Beach,94105,56.5,56.5,2140.5,81.0,-122.3910248437018,37.79086006199022
2020,3741/046_2020,2 Folsom,2 Folsom St,San Francisco,Commercial,2000.0,,6703255.0,12.037918990024155,100,6703255.0,,556845,PG&E,Financial District/South Beach,94105,50.0,50.0,1789.4,,-122.3910248437018,37.79086006199022
2021,3741/046_2021,2 Folsom,2 Folsom St,San Francisco,Commercial,2000.0,,5223502.7,9.380532643733893,100,5223502.7,,556845,PG&E,Financial District/South Beach,94105,43.1,43.1,1413.8,,-122.3910248437018,37.79086006199022
2022,3741/046_2022,2 Folsom,2 Folsom St,San Francisco,Commercial,2000.0,,6271156.7,11.261943090087906,100,6271156.7,,556845,PG&E,Financial District/South Beach,94105,50.8,50.6,1840.3,77.0,-122.3910248437018,37.79086006199022
2017,3741/046_2017,2 Folsom,2 Folsom St,San Francisco,Commercial,2000.0,,,0.0,0,,,556845,PG&E,Financial District/South Beach,94105,56.7,56.7,2285.1,89.0,-122.3910248437018,37.79086006199022
2016,3741/046_2016,2 Folsom,2 Folsom St,San Francisco,Commercial,2000.0,,,0.0,0,,,556845,PG&E,Financial District/South Beach,94105,53.6,53.6,2483.6,89.0,-122.3910248437018,37.79086006199022
2015,3741/046_2015,2 Folsom,2 Folsom St,San Francisco,Commercial,2000.0,,,0.0,0,,,556845,PG&E,Financial District/South Beach,94105,55.1,55.8,2401.0,89.0,-122.3910248437018,37.79086006199022
2014,3741/046_2014,2 Folsom,2 Folsom St,San Francisco,Commercial,2000.0,,,0.0,0,,,556845,PG&E,Financial District/South Beach,94105,54.2,55.6,2352.4,90.0,-122.3910248437018,37.79086006199022
2013,3741/046_2013,2 Folsom,2 Folsom St,San Francisco,Commercial,2000.0,,,0.0,0,,,556845,PG&E,Financial District/South Beach,94105,55.1,55.2,2364.6,91.0,-122.3910248437018,37.79086006199022
2012,3741/046_2012,2 Folsom,2 Folsom St,San Francisco,Commercial,2000.0,,,0.0,0,,,556845,PG&E,Financial District/South Beach,94105,54.6,54.2,2568.48,95.0,-122.3910248437018,37.79086006199022
2011,3741/046_2011,2 Folsom,2 Folsom St,San Francisco,Commercial,2000.0,,,0.0,0,,,556845,PG&E,Financial District/South Beach,94105,58.5,55.9,2716.55,83.0,-122.3910248437018,37.79086006199022
2023,3741/046_2023,2 Folsom,2 Folsom St,San Francisco,Commercial,2000.0,,5401788.4,9.700703786511507,100,5401788.4,,556845,PG&E,Financial District/South Beach,94105,45.2,44.9,1666.6,72.0,-122.3910248437018,37.79086006199022
2024,3741/046_2024,2 Folsom,2 Folsom St,San Francisco,Commercial,2000.0,,5522521.0,9.917519237848953,100,5522521.0,,556845,PG&E,Financial District/South Beach,94105,46.1,45.7,1613.22,70.0,-122.3910248437018,37.79086006199022
2018,3744/002-A_2018,Hills Plaza I - 345 Spear Street,345 SPEAR ST,San Francisco,Commercial,1991.0,,6829974.3,11.81443875150492,100,6829974.3,,578104,PG&E,Financial District/South Beach,94105,68.2,68.3,1916.1,67.0,-122.38975739444082,37.78980329858977
2019,3744/002-A_2019,Hills Plaza I - 345 Spear Street,345 SPEAR ST,San Francisco,Commercial,1991.0,,7652853.5,13.23784907213927,100,7652853.5,,578104,PG&E,Financial District/South Beach,94105,78.8,78.9,2206.2,60.0,-122.38975739444082,37.78980329858977
2020,3744/002-A_2020,Hills Plaza I - 345 Spear Street,345 SPEAR ST,San Francisco,Commercial,1991.0,,5049892.1,8.735265799925273,100,5049892.1,,578104,PG&E,Financial District/South Beach,94105,49.6,52.0,1332.5,,-122.38975739444082,37.78980329858977
2021,3744/002-A_2021,Hills Plaza I - 345 Spear Street,345 SPEAR ST,San Francisco,Commercial,1991.0,,4824877.4,8.346037045237535,100,4824877.4,,578104,PG&E,Financial District/South Beach,94105,54.0,55.0,1312.4,74.0,-122.38975739444082,37.78980329858977
2022,3744/002-A_2022,Hills Plaza I - 345 Spear Street,345 SPEAR ST,San Francisco,Commercial,1991.0,,5690865.4,9.84401664752363,100,5690865.4,,578104,PG&E,Financial District/South Beach,94105,60.5,61.2,1630.7,77.0,-122.38975739444082,37.78980329858977
2017,3744/002-A_2017,Hills Plaza I - 345 Spear Street,345 SPEAR ST,San Francisco,Commercial,1991.0,,,0.0,0,,,578104,PG&E,Financial District/South Beach,94105,65.2,62.7,1972.3,79.0,-122.38975739444082,37.78980329858977
2016,3744/002-A_2016,Hills Plaza I - 345 Spear Street,345 SPEAR ST,San Francisco,Commercial,1991.0,,,0.0,0,,,578104,PG&E,Financial District/South Beach,94105,65.3,66.9,2187.7,81.0,-122.38975739444082,37.78980329858977
2015,3744/002-A_2015,Hills Plaza I - 345 Spear Street,345 SPEAR ST,San Francisco,Commercial,1991.0,,,0.0,0,,,578104,PG&E,Financial District/South Beach,94105,63.0,63.6,2023.2,82.0,-122.38975739444082,37.78980329858977
2014,3744/002-A_2014,Hills Plaza I - 345 Spear Street,345 SPEAR ST,San Francisco,Commercial,1991.0,,,0.0,0,,,578104,PG&E,Financial District/South Beach,94105,68.3,69.4,2164.5,77.0,-122.38975739444082,37.78980329858977
2013,3744/002-A_2013,Hills Plaza I - 345 Spear Street,345 SPEAR ST,San Francisco,Commercial,1991.0,,,0.0,0,,,578104,PG&E,Financial District/South Beach,94105,73.2,73.3,2292.6,73.0,-122.38975739444082,37.78980329858977
2012,3744/002-A_2012,Hills Plaza I - 345 Spear Street,345 SPEAR ST,San Francisco,Commercial,1991.0,,,0.0,0,,,578104,PG&E,Financial District/South Beach,94105,76.3,77.4,2830.29,74.0,-122.38975739444082,37.78980329858977
2011,3744/002-A_2011,Hills Plaza I - 345 Spear Street,345 SPEAR ST,San Francisco,Commercial,1991.0,,,0.0,0,,,578104,PG&E,Financial District/South Beach,94105,72.6,71.0,2614.73,80.0,-122.38975739444082,37.78980329858977
2023,3744/002-A_2023,Hills Plaza I - 345 Spear Street,345 SPEAR ST,San Francisco,Commercial,1991.0,,5448078.4,9.424045500463585,100,5448078.4,,578104,PG&E,Financial District/South Beach,94105,62.5,62.1,1709.0,82.0,-122.38975739444082,37.78980329858977
2024,3744/002-A_2024,Hills Plaza I - 345 Spear Street,345 SPEAR ST,San Francisco,Commercial,1991.0,,5412699.0,9.362846477450423,100,5412699.0,,578104,PG&E,Financial District/South Beach,94105,59.8,59.3,1565.96,86.0,-122.38975739444082,37.78980329858977
2018,3744/005_2018,Hills Plaza II - 2 Harrison Street,2 HARRISON ST,San Francisco,Commercial,1925.0,,2692801.6,10.03694374350048,100,2692801.6,,268289,PG&E,Financial District/South Beach,94105,53.9,54.7,833.7,83.0,-122.38975739444082,37.78980329858977
2019,3744/005_2019,Hills Plaza II - 2 Harrison Street,2 HARRISON ST,San Francisco,Commercial,1925.0,,2540244.9,9.468315510512916,100,2540244.9,,268289,PG&E,Financial District/South Beach,94105,50.5,49.6,793.8,85.0,-122.38975739444082,37.78980329858977
2020,3744/005_2020,Hills Plaza II - 2 Harrison Street,2 HARRISON ST,San Francisco,Commercial,1925.0,,1751426.6,6.528134213478749,100,1751426.6,,268289,PG&E,Financial District/South Beach,94105,30.8,31.6,471.5,,-122.38975739444082,37.78980329858977
2021,3744/005_2021,Hills Plaza II - 2 Harrison Street,2 HARRISON ST,San Francisco,Commercial,1925.0,,1925725.6,7.177803040750833,100,1925725.6,,268289,PG&E,Financial District/South Beach,94105,39.9,39.9,566.2,82.0,-122.38975739444082,37.78980329858977
2022,3744/005_2022,Hills Plaza II - 2 Harrison Street,2 HARRISON ST,San Francisco,Commercial,1925.0,,2126450.7,7.92597050195871,100,2126450.7,,268289,PG&E,Financial District/South Beach,94105,48.9,49.1,746.7,83.0,-122.38975739444082,37.78980329858977
2017,3744/005_2017,Hills Plaza II - 2 Harrison Street,2 HARRISON ST,San Francisco,Commercial,1925.0,,,0.0,0,,,268289,PG&E,Financial District/South Beach,94105,65.9,63.8,987.2,86.0,-122.38975739444082,37.78980329858977
2016,3744/005_2016,Hills Plaza II - 2 Harrison Street,2 HARRISON ST,San Francisco,Commercial,1925.0,,,0.0,0,,,268289,PG&E,Financial District/South Beach,94105,55.5,55.0,961.3,92.0,-122.38975739444082,37.78980329858977
2015,3744/005_2015,Hills Plaza II - 2 Harrison Street,2 HARRISON ST,San Francisco,Commercial,1925.0,,,0.0,0,,,268289,PG&E,Financial District/South Beach,94105,60.7,59.2,970.9,90.0,-122.38975739444082,37.78980329858977
2014,3744/005_2014,Hills Plaza II - 2 Harrison Street,2 HARRISON ST,San Francisco,Commercial,1925.0,,,0.0,0,,,268289,PG&E,Financial District/South Beach,94105,66.0,64.4,1062.1,85.0,-122.38975739444082,37.78980329858977
2013,3744/005_2013,Hills Plaza II - 2 Harrison Street,2 HARRISON ST,San Francisco,Commercial,1925.0,,,0.0,0,,,268289,PG&E,Financial District/South Beach,94105,72.2,71.4,1246.0,83.0,-122.38975739444082,37.78980329858977
2012,3744/005_2012,Hills Plaza II - 2 Harrison Street,2 HARRISON ST,San Francisco,Commercial,1925.0,,,0.0,0,,,268289,PG&E,Financial District/South Beach,94105,67.4,67.4,1174.17,86.0,-122.38975739444082,37.78980329858977
2011,3744/005_2011,Hills Plaza II - 2 Harrison Street,2 HARRISON ST,San Francisco,Commercial,1925.0,,,0.0,0,,,268289,PG&E,Financial District/South Beach,94105,67.0,67.0,1202.09,78.0,-122.38975739444082,37.78980329858977
2023,3744/005_2023,Hills Plaza II - 2 Harrison Street,2 HARRISON ST,San Francisco,Commercial,1925.0,,2033407.7,7.579169104957713,100,2033407.7,,268289,PG&E,Financial District/South Beach,94105,45.7,45.9,718.8,91.0,-122.38975739444082,37.78980329858977
2024,3744/005_2024,Hills Plaza II - 2 Harrison Street,2 HARRISON ST,San Francisco,Commercial,1925.0,,1895637.0,7.065653083055959,100,1895637.0,,268289,PG&E,Financial District/South Beach,94105,40.7,40.6,613.06,91.0,-122.38975739444082,37.78980329858977
2018,3745/008_2018,365 MAIN ST,365 MAIN ST,San Francisco,Commercial,0.0,,49530281.3,206.1262440124682,100,49530281.3,,240291,PG&E,Financial District/South Beach,94105,753.7,753.7,12057.7,44.0,-122.39045472718982,37.78871918135996
2019,3745/008_2019,365 MAIN ST,365 MAIN ST,San Francisco,Commercial,0.0,,42243659.8,175.80208913359218,100,42243659.8,,240291,PG&E,Financial District/South Beach,94105,636.2,,10173.0,31.0,-122.39045472718982,37.78871918135996
2020,3745/008_2020,365 MAIN ST,365 MAIN ST,San Francisco,Commercial,0.0,,34786518.1,144.76829386036098,100,34786518.1,,240291,PG&E,Financial District/South Beach,94105,526.5,,7929.4,,-122.39045472718982,37.78871918135996
2021,3745/008_2021,365 MAIN ST,365 MAIN ST,San Francisco,Commercial,0.0,,30824789.6,128.2810825207769,100,30824789.6,,240291,PG&E,Financial District/South Beach,94105,466.3,466.3,6414.2,,-122.39045472718982,37.78871918135996
2022,3745/008_2022,365 MAIN ST,365 MAIN ST,San Francisco,Commercial,0.0,,29090642.3,121.06421921753208,100,29090642.3,,240291,PG&E,Financial District/South Beach,94105,439.7,439.7,6842.6,12.0,-122.39045472718982,37.78871918135996
2017,3745/008_2017,365 MAIN ST,365 MAIN ST,San Francisco,Commercial,0.0,,,0.0,0,,,240291,PG&E,Financial District/South Beach,94105,853.6,853.6,14689.7,28.0,-122.39045472718982,37.78871918135996
2016,3745/008_2016,365 MAIN ST,365 MAIN ST,San Francisco,Commercial,0.0,,,0.0,0,,,240291,PG&E,Financial District/South Beach,94105,951.1,951.1,16370.9,37.0,-122.39045472718982,37.78871918135996
2015,3745/008_2015,365 MAIN ST,365 MAIN ST,San Francisco,Commercial,0.0,,,0.0,0,,,240291,PG&E,Financial District/South Beach,94105,1045.9,1045.9,19355.7,100.0,-122.39045472718982,37.78871918135996
2014,3745/008_2014,365 MAIN ST,365 MAIN ST,San Francisco,Commercial,0.0,,,0.0,0,,,240291,PG&E,Financial District/South Beach,94105,1037.3,1037.3,19197.0,100.0,-122.39045472718982,37.78871918135996
2023,3745/008_2023,365 MAIN ST,365 MAIN ST,San Francisco,Commercial,0.0,,30649588.7,127.55196282840389,100,30649588.7,,240291,PG&E,Financial District/South Beach,94105,461.4,461.4,7429.0,10.0,-122.39045472718982,37.78871918135996
2024,3745/008_2024,365 MAIN ST,365 MAIN ST,San Francisco,Commercial,0.0,,29003035.2,120.6996316965679,100,29003035.2,,240291,PG&E,Financial District/South Beach,94105,437.8,437.8,6598.11,,-122.39045472718982,37.78871918135996
2022,3745/009_2022,100 HARRISON ST,100 HARRISON ST,San Francisco,Commercial,1942.0,,2104985.7,11.741526799310565,100,2104985.7,,179277,PG&E,Financial District/South Beach,94105,42.8,42.8,535.5,68.0,-122.39011457787458,37.78898818892519
2017,3745/009_2017,100 HARRISON ST,100 HARRISON ST,San Francisco,Commercial,1942.0,,,0.0,0,,,179277,PG&E,Financial District/South Beach,94105,40.2,40.2,472.8,,-122.39011457787458,37.78898818892519
2016,3745/009_2016,100 HARRISON ST,100 HARRISON ST,San Francisco,Commercial,1942.0,,,0.0,0,,,179277,PG&E,Financial District/South Beach,94105,38.7,38.7,455.3,,-122.39011457787458,37.78898818892519
2015,3745/009_2015,100 HARRISON ST,100 HARRISON ST,San Francisco,Commercial,1942.0,,,0.0,0,,,179277,PG&E,Financial District/South Beach,94105,40.4,40.4,474.6,,-122.39011457787458,37.78898818892519
2021,3745/012_2021,318 SPEAR ST,318 SPEAR ST,San Francisco,Mixed Residential,2008.0,,4443430.1,2.962286733333333,100,4443430.1,,1500000,PG&E,Financial District/South Beach,94105,20.5,20.5,1744.3,,-122.3909719947802,37.78937596784054
2022,3745/012_2022,318 SPEAR ST,318 SPEAR ST,San Francisco,Mixed Residential,2008.0,,4591601.3,3.061067533333333,100,4591601.3,,1500000,PG&E,Financial District/South Beach,94105,22.4,22.2,2025.4,98.0,-122.3909719947802,37.78937596784054
2023,3745/012_2023,318 SPEAR ST,318 SPEAR ST,San Francisco,Mixed Residential,2008.0,,4492932.8,2.995288533333333,100,4492932.8,,1500000,PG&E,Financial District/South Beach,94105,22.2,22.0,2045.0,98.0,-122.3909719947802,37.78937596784054
2024,3745/012_2024,318 SPEAR ST,318 SPEAR ST,San Francisco,Mixed Residential,2008.0,,4380196.9,2.920131266666667,100,4380196.9,,1500000,PG&E,Financial District/South Beach,94105,20.8,20.8,1858.81,99.0,-122.3909719947802,37.78937596784054
2022,3746/008_2022,203 Folsom St,203 Folsom St,San Francisco,Mixed Residential,2015.0,,3781410.9,3.4288870249635024,100,3781410.9,,1102810,PG&E,Financial District/South Beach,94105,27.4,27.3,1837.4,97.0,-122.39185135307972,37.788682016870766
